37,21,14,7,17,3,30,48,25,12,10,11,32,4,28,6,27,47,34,9,41,5,1,23,22,40,0,42,43,39,18,44,26,33,49,35,45,38,16,29,36,19,13,15,46,20,31,8,2,24
7,2,40,18,41,27,35,9,13,14,0,10,31,1,20,46,39,32,21,36,17,42,6,15,25,48,19,49,44,23,38,37,8,12,29,4,22,3,16,30,11,33,43,45,47,28,24,5,26,34
9,33,22,21,16,13,44,20,41,46,24,48,15,40,4,38,10,34,11,32,37,45,6,36,35,17,23,2,39,26,3,0,18,31,19,1,7,8,27,43,29,12,30,28,42,47,14,25,5,49
25,2,1,5,6,20,32,19,40,44,23,31,9,15,17,33,21,41,11,49,29,35,24,0,38,42,39,28,3,8,14,37,30,7,13,43,36,12,16,46,4,26,22,10,18,47,45,27,48,34
13,16,40,19,22,0,7,24,6,42,45,39,38,34,23,43,2,35,15,25,41,20,48,10,33,18,14,4,27,36,9,32,8,3,12,30,44,31,11,47,26,46,1,29,5,37,17,28,21,49
24,19,15,33,29,32,27,7,44,16,5,12,13,6,46,11,41,18,20,1,30,47,42,36,17,10,23,0,25,38,39,26,37,43,4,45,21,22,28,48,9,40,35,3,2,14,8,31,34,49
9,27,30,41,45,38,37,19,16,5,34,39,12,48,1,7,0,20,25,3,8,10,36,35,28,14,22,18,26,29,47,33,40,13,4,32,23,49,6,15,43,24,42,46,17,2,11,21,31,44
3,29,24,5,28,10,17,16,30,36,48,2,13,38,12,20,9,31,8,42,21,40,4,23,26,37,18,44,39,25,49,33,1,22,34,47,11,19,35,7,46,6,0,45,32,27,14,15,43,41
49,40,30,12,4,42,0,38,36,31,20,29,13,7,8,14,28,9,2,48,19,35,44,27,10,17,45,1,41,33,5,6,3,37,32,39,24,18,47,16,23,26,11,15,46,22,25,34,21,43
37,43,29,39,19,20,10,3,41,11,14,40,2,25,34,45,47,1,16,26,38,27,28,46,44,31,6,12,5,24,48,15,35,49,32,8,9,33,7,4,22,21,18,42,17,23,36,0,13,30
16,17,48,18,13,21,43,37,26,35,46,14,3,41,12,47,0,30,33,28,44,15,40,31,6,36,10,42,38,19,23,9,24,1,39,29,2,34,4,7,20,45,49,11,32,27,5,25,8,22
36,20,17,41,28,35,11,42,13,40,12,26,45,24,37,27,7,0,21,3,31,5,23,14,19,49,34,39,44,9,10,8,33,46,25,1,4,30,22,48,18,15,38,43,16,32,29,6,47,2
45,41,31,32,1,8,44,6,43,2,21,0,33,30,25,26,7,14,12,42,10,38,37,3,28,22,5,17,35,40,36,29,27,20,18,19,4,9,34,47,46,15,39,11,48,16,49,23,13,24
29,9,33,7,15,10,4,35,25,24,34,11,1,17,19,14,28,39,31,27,2,42,22,36,45,20,0,47,16,44,12,21,8,18,38,26,43,3,32,5,40,6,49,48,41,30,13,37,23,46
14,24,36,21,38,49,9,44,4,27,6,22,5,18,25,29,20,28,7,12,16,8,26,3,37,0,35,40,33,30,32,34,45,47,1,15,2,42,19,17,39,48,41,46,43,31,11,10,13,23
19,25,48,41,22,14,3,0,33,44,40,28,31,38,15,9,27,18,45,29,7,26,42,32,24,47,11,23,13,46,6,36,20,5,35,12,8,43,49,16,34,4,37,39,2,1,21,17,30,10
9,41,11,10,20,17,3,31,13,12,37,1,24,19,29,44,39,7,47,2,36,45,5,28,34,35,6,48,15,21,40,18,22,49,4,32,46,43,25,26,16,8,27,0,30,33,14,38,23,42
28,10,27,38,48,12,29,19,21,18,26,31,14,44,47,43,15,1,2,23,24,42,4,3,37,33,49,6,35,36,11,7,0,46,25,34,39,32,8,22,9,17,41,40,45,30,20,5,13,16
5,26,44,45,11,49,40,31,46,4,2,29,8,19,27,1,30,9,12,10,36,28,22,37,7,33,23,32,35,15,14,25,16,34,24,18,13,41,39,17,0,43,48,3,6,47,42,21,20,38
9,12,46,39,16,20,23,18,44,17,4,37,7,26,10,21,2,31,3,27,24,49,34,38,41,25,19,47,11,14,22,5,45,15,33,43,28,32,40,8,42,35,48,6,36,0,1,13,30,29
10,19,0,16,44,33,9,21,32,23,2,20,46,27,15,13,4,29,5,14,1,39,47,28,12,25,22,3,6,42,7,41,35,24,30,36,40,31,45,38,18,49,34,37,11,17,8,26,43,48
11,16,46,48,20,2,38,49,39,3,7,47,21,26,28,0,12,25,5,1,22,6,8,9,45,10,44,23,33,17,24,4,41,30,34,13,15,18,19,42,36,35,43,14,32,27,40,29,37,31
2,44,41,10,8,42,17,18,38,28,13,5,20,6,46,31,26,32,7,47,27,34,30,23,35,1,39,43,16,3,4,36,11,40,37,45,33,9,22,25,49,21,48,14,29,0,12,19,24,15
16,36,1,25,32,2,22,33,15,34,27,30,41,9,18,39,49,43,21,44,11,14,8,48,45,28,29,20,0,37,5,38,12,19,26,17,46,6,42,10,13,47,4,35,24,23,7,40,3,31
37,13,45,25,26,35,47,27,0,43,28,34,9,1,12,40,6,4,21,3,49,14,16,33,17,7,36,31,44,42,24,18,11,30,23,2,48,41,46,22,19,15,39,32,29,10,8,38,20,5
4,15,45,23,49,47,33,18,27,37,13,1,10,12,39,22,29,31,44,40,35,42,8,32,43,2,38,17,28,24,3,0,46,9,25,36,21,11,41,16,19,34,6,5,20,26,48,7,30,14
2,17,43,32,19,3,7,36,35,26,30,39,18,6,38,41,49,27,25,0,20,11,44,1,13,23,4,42,46,37,10,15,29,33,14,48,47,28,45,21,9,24,8,5,40,12,16,22,34,31
18,22,38,2,7,9,1,5,44,49,46,20,6,0,42,47,31,29,39,11,8,15,14,28,32,40,36,4,26,35,23,25,24,10,33,16,41,13,30,34,17,27,21,43,19,3,45,37,48,12
1,38,21,20,44,34,35,45,17,39,25,5,11,9,7,13,22,19,48,2,24,3,18,47,30,8,41,36,14,42,15,37,46,43,10,0,33,4,16,32,6,29,23,31,26,28,40,27,49,12
23,9,39,47,40,8,43,44,15,35,14,16,22,28,21,48,19,0,18,31,13,27,1,38,3,37,32,49,36,42,26,46,20,10,45,4,17,2,30,41,34,6,11,24,33,7,29,5,25,12
7,10,16,22,13,30,12,32,4,47,15,3,9,38,43,5,25,31,17,21,6,29,39,24,8,28,20,46,26,40,33,45,37,35,2,1,18,48,42,0,11,41,27,34,44,49,36,19,14,23
44,6,40,27,20,19,46,2,43,13,47,45,26,29,10,39,21,7,48,33,4,17,11,32,9,12,0,28,1,34,49,5,14,36,38,8,25,22,18,35,42,3,15,23,31,41,16,30,37,24
35,24,14,19,6,18,12,9,42,38,20,1,5,46,13,28,39,25,29,11,8,34,44,33,32,26,21,36,41,2,15,16,49,7,48,37,10,47,17,43,3,31,40,23,27,0,22,4,45,30
30,23,28,41,2,45,44,34,39,47,6,38,1,32,9,4,43,25,26,12,37,29,27,7,0,22,35,20,5,21,42,18,40,3,31,15,49,46,19,14,11,36,16,13,17,48,33,10,8,24
25,34,4,43,13,39,7,42,30,16,0,6,31,8,3,23,37,44,29,14,46,18,15,41,1,36,38,47,22,33,5,20,11,21,40,9,10,12,2,17,24,45,48,49,27,28,35,19,26,32
37,35,15,19,38,33,29,25,20,31,47,43,4,7,12,2,45,17,26,40,9,8,13,11,46,0,39,34,44,14,21,27,10,42,16,41,18,3,49,24,28,1,5,36,23,30,48,32,6,22
33,8,5,0,18,6,2,9,49,4,26,37,3,29,43,23,19,47,32,34,35,48,31,14,16,21,12,42,46,7,45,24,28,17,41,13,1,27,30,22,44,10,25,40,36,38,20,39,11,15
18,3,44,39,43,42,34,16,12,45,10,30,27,38,0,40,37,5,22,4,17,47,25,33,31,7,15,26,19,29,48,28,49,41,21,35,9,46,32,13,1,11,14,8,36,6,20,2,24,23
26,9,5,6,43,22,4,47,30,7,49,40,41,16,1,23,12,8,39,42,19,34,27,32,11,48,2,36,35,13,37,21,14,33,28,0,3,10,24,18,20,31,38,46,44,45,15,17,25,29
21,35,31,8,25,30,17,16,22,44,28,41,4,33,0,40,11,48,13,1,24,38,43,6,20,15,5,2,27,14,39,3,10,18,37,32,46,12,23,47,49,7,9,29,19,34,45,36,42,26
35,44,7,23,10,4,40,41,5,19,18,11,26,28,6,29,21,12,49,13,8,1,25,20,46,47,17,14,31,24,15,3,38,33,43,39,16,27,0,9,34,48,2,36,42,45,30,22,32,37
1,33,14,38,41,13,4,49,26,27,23,42,17,6,40,25,0,20,44,5,28,36,18,19,16,8,3,29,12,43,37,34,31,7,47,48,15,21,30,46,22,39,2,11,32,10,9,24,45,35
48,44,40,21,8,31,15,30,1,38,25,11,2,19,39,22,45,36,33,41,14,34,7,47,9,5,0,23,24,16,20,17,18,28,4,37,26,13,29,32,46,42,12,27,3,43,10,35,6,49
15,23,44,9,34,16,20,2,18,21,5,49,48,27,11,6,26,42,7,25,35,12,45,30,8,4,24,43,29,36,1,41,39,33,14,19,40,0,22,47,38,31,17,46,32,10,3,13,28,37
2,49,48,16,3,43,31,26,11,7,14,44,30,41,34,0,28,15,19,29,18,37,32,24,36,4,25,8,45,22,21,42,6,46,38,47,17,20,23,10,9,40,13,35,1,12,27,33,5,39
15,44,42,35,36,18,48,39,28,22,31,25,7,16,45,12,13,14,23,32,34,47,29,8,37,3,33,41,17,1,21,30,49,5,20,6,43,26,9,4,38,40,10,11,27,24,46,2,19,0
31,32,40,13,37,49,24,33,45,3,39,18,0,16,46,9,41,27,2,23,29,4,44,14,1,35,43,8,10,20,19,7,21,34,38,42,22,48,15,36,11,25,12,17,26,6,5,47,30,28
12,0,22,39,24,41,13,34,7,44,27,9,26,17,46,8,5,28,20,45,38,25,18,33,10,4,6,21,30,36,47,1,23,19,31,11,48,35,16,40,14,32,3,2,37,43,49,42,29,15
33,42,5,21,39,6,10,43,37,4,20,18,29,44,46,12,26,14,11,1,7,3,22,15,32,45,25,13,17,23,34,40,36,16,31,24,2,30,19,48,9,0,38,41,35,28,8,49,47,27
8,42,17,33,12,26,13,11,35,46,47,0,4,28,14,22,31,45,10,24,6,5,19,25,38,7,9,1,2,40,18,34,20,3,44,27,49,43,39,16,29,36,21,30,23,32,15,48,41,37
23,20,27,26,45,47,11,15,25,28,30,17,46,44,2,16,35,13,21,24,37,19,4,9,32,34,3,1,12,29,39,0,40,36,33,49,6,22,42,43,31,48,8,18,38,5,7,14,10,41
0,31,18,10,9,43,36,21,22,48,11,45,7,5,37,1,28,44,16,33,19,32,13,23,29,26,39,40,2,35,24,27,6,14,41,34,3,49,17,47,20,15,8,42,38,30,46,4,12,25
37,5,13,19,38,34,22,8,30,41,18,43,33,2,40,44,3,39,35,48,31,25,6,46,26,16,49,45,4,7,0,10,17,42,20,21,24,11,14,36,28,29,32,23,1,15,47,12,27,9
46,11,2,29,33,13,10,24,35,34,28,22,19,1,18,20,47,45,39,32,0,3,16,8,25,44,4,23,12,41,26,6,5,42,43,7,14,31,17,27,36,30,15,37,38,48,49,9,21,40
47,19,5,3,29,2,39,43,27,41,1,46,28,21,45,24,33,8,38,6,26,23,35,16,14,7,34,22,18,25,0,31,9,10,20,36,37,42,49,15,13,48,40,32,17,4,11,12,30,44
14,45,47,25,20,30,12,42,36,34,15,0,49,32,35,41,21,27,16,2,10,5,3,9,7,33,43,28,38,23,46,37,24,39,19,4,29,48,18,31,26,17,6,11,13,22,40,8,1,44
0,13,21,18,24,3,44,14,7,30,12,42,27,40,16,31,47,1,33,35,25,8,48,49,28,32,15,43,45,5,46,2,41,22,23,34,10,17,26,19,6,38,36,20,9,29,4,37,11,39
22,4,10,39,19,14,40,49,29,31,0,11,32,46,13,16,23,15,36,7,48,43,21,41,30,1,25,27,18,33,8,44,37,12,2,3,5,24,34,17,6,28,9,38,26,35,20,45,47,42
24,45,4,49,15,28,20,42,44,5,48,27,14,11,46,34,39,17,25,7,38,6,2,3,32,21,9,29,36,33,22,37,23,0,12,41,1,16,43,10,30,18,26,8,31,47,13,19,40,35
8,5,3,16,36,29,33,38,30,47,9,18,17,34,4,7,35,28,12,26,1,49,6,23,44,2,32,13,20,40,11,19,15,27,14,10,22,48,21,46,41,24,43,25,31,37,42,39,0,45
2,49,32,48,28,34,43,19,6,20,47,42,14,39,25,4,24,40,10,35,23,13,7,18,16,8,15,22,29,27,30,12,46,26,17,11,36,21,31,41,5,45,3,0,9,33,37,38,44,1
17,11,4,44,36,19,39,25,15,31,2,38,7,48,47,9,46,6,43,40,21,37,3,42,12,22,20,10,27,28,8,14,16,23,33,0,30,29,5,49,18,34,26,45,24,1,13,35,41,32
40,37,0,33,30,17,20,16,10,49,11,3,5,2,41,26,45,21,31,27,28,48,35,8,7,39,25,42,47,29,44,9,38,36,6,23,34,24,12,1,4,43,13,19,18,14,15,46,22,32
37,47,18,1,30,43,8,33,4,26,29,16,41,42,14,48,0,28,2,3,35,22,38,13,6,45,20,31,24,27,40,17,25,9,11,34,44,7,19,23,15,12,39,49,21,46,36,32,10,5
