9,30,45,2,15,16,5,27,36,14,46,44,39,40,3,22,41,35,28,48,33,8,10,49,4,6,17,32,24,29,25,26,37,34,0,43,20,42,18,38,19,12,11,23,21,47,13,31,7,1
47,42,43,0,5,3,14,26,34,22,9,40,33,6,31,19,18,4,25,7,29,16,10,1,48,38,46,28,21,41,11,20,44,45,8,32,39,35,12,49,24,13,30,23,27,2,15,36,37,17
48,15,46,8,11,6,26,28,13,25,44,39,29,40,47,42,23,31,41,14,12,38,49,16,37,4,43,19,1,30,32,17,5,0,3,10,34,9,22,2,35,7,33,20,18,45,36,24,27,21
36,35,46,10,47,14,39,29,24,23,33,25,43,37,17,8,22,12,20,31,11,26,7,21,6,45,48,34,18,4,42,0,1,32,28,5,16,40,9,19,49,15,3,41,30,44,27,38,2,13
24,47,2,44,1,46,16,8,29,10,49,39,41,13,37,21,34,7,45,12,20,17,28,27,33,35,19,43,42,11,5,15,4,9,0,23,38,32,26,25,3,14,31,40,30,18,48,6,36,22
1,11,3,19,29,43,31,36,27,33,9,10,16,14,39,46,12,24,0,13,5,44,25,20,45,32,38,18,23,30,28,6,34,40,17,37,21,48,4,47,2,26,41,15,22,7,35,8,42,49
15,45,24,6,16,36,35,17,38,10,12,1,0,47,44,27,5,49,48,2,33,41,40,42,4,21,7,31,28,8,18,37,32,34,11,23,3,46,19,22,20,9,43,30,39,14,13,26,25,29
10,41,27,18,1,19,25,15,20,30,23,34,43,24,44,38,12,26,8,5,4,45,46,32,47,7,29,14,31,28,21,35,17,36,9,0,37,3,48,16,6,2,11,49,40,22,42,33,39,13
8,22,30,40,37,34,4,32,13,23,14,24,49,19,47,20,9,17,42,45,2,31,7,33,0,18,28,10,21,11,26,41,15,44,27,6,3,38,43,35,46,16,12,48,1,5,36,29,39,25
36,30,9,24,4,46,28,16,23,8,10,13,49,42,12,11,29,31,21,7,38,39,27,3,14,26,37,18,1,43,6,33,45,20,15,41,2,34,48,19,32,35,40,5,25,17,47,0,44,22
35,17,0,19,23,9,3,48,31,21,27,13,20,15,11,38,43,28,33,34,44,24,2,41,37,49,6,39,5,29,7,16,1,26,22,36,18,42,12,25,14,8,40,10,46,45,30,47,32,4
42,2,14,18,22,17,33,45,31,20,34,49,0,4,38,32,19,1,6,46,8,26,41,29,35,44,9,21,37,25,43,7,13,15,27,11,3,47,28,24,10,48,39,23,40,30,36,16,12,5
39,41,15,21,12,18,10,26,35,33,5,17,4,28,40,1,22,24,11,13,27,29,16,34,45,9,23,7,8,25,14,36,44,48,32,37,6,31,46,20,3,43,42,19,0,47,38,30,49,2
3,8,1,35,10,15,33,47,23,32,0,6,49,41,11,5,14,24,20,44,45,43,36,42,39,40,22,9,21,46,16,27,4,25,30,12,19,29,38,17,7,2,48,13,34,26,28,37,18,31
8,49,29,36,25,43,12,4,11,1,16,23,47,46,21,27,39,9,22,0,45,24,48,14,34,28,10,15,2,37,3,19,18,17,35,6,7,20,13,32,40,30,42,5,33,38,41,26,31,44
44,31,48,28,7,4,38,0,16,42,23,49,3,19,5,21,22,6,40,45,32,20,30,12,15,14,18,10,27,35,1,43,17,36,25,9,29,13,33,34,2,11,8,37,24,47,41,46,39,26
3,39,1,44,27,19,8,48,15,18,29,17,13,43,16,32,25,33,49,26,41,14,4,34,36,21,0,6,11,20,35,42,37,38,2,47,46,10,23,30,45,9,28,40,31,22,5,7,24,12
41,37,38,6,15,45,32,11,19,3,7,13,47,42,26,12,5,20,8,43,21,49,4,31,30,23,48,28,22,46,17,18,36,33,10,2,25,24,16,29,35,14,9,44,34,1,39,40,27,0
46,39,3,40,8,18,6,30,10,19,29,47,34,16,35,33,28,41,1,31,25,7,43,32,48,21,23,15,27,5,36,37,0,2,49,13,11,45,42,24,26,9,38,4,14,20,22,17,44,12
23,33,37,6,46,0,9,47,5,49,31,41,34,48,24,19,7,12,17,32,2,38,18,8,3,29,35,43,45,40,25,39,22,15,13,26,28,20,44,16,42,11,30,14,4,36,27,10,1,21
16,12,23,17,24,21,8,49,18,1,7,47,38,30,4,45,25,20,35,22,41,33,44,9,2,40,0,27,29,10,31,13,19,39,34,14,5,15,28,42,32,11,46,36,3,26,6,43,48,37
9,32,49,15,3,40,10,22,23,41,48,29,2,28,4,6,38,33,34,13,12,8,30,44,37,21,11,47,27,26,42,19,43,25,31,35,0,36,18,5,20,24,14,7,16,45,46,17,1,39
20,25,16,38,2,43,23,40,17,37,39,7,33,42,8,10,1,49,9,29,32,48,47,46,28,5,12,4,35,19,22,14,26,34,31,3,24,36,18,45,13,44,41,0,15,11,6,30,21,27
11,13,32,26,23,18,7,3,28,29,16,22,21,17,44,48,20,12,10,39,35,47,14,1,6,36,31,41,38,34,42,30,27,2,25,8,15,33,37,46,19,5,43,49,9,45,0,4,40,24
