8,41,31,21,29,11,22,33,23,39,26,37,20,0,24,12,10,47,36,35,32,43,34,38,5,27,25,48,17,30,3,4,1,44,40,45,9,18,2,6,42,49,13,28,14,46,16,19,7,15
19,49,35,20,6,37,38,16,41,46,21,36,11,23,10,30,33,45,32,0,48,12,27,3,22,43,7,40,25,9,31,39,34,17,1,47,5,26,18,8,15,24,4,13,28,44,29,2,14,42
5,43,18,44,0,37,38,39,6,23,46,8,31,15,26,24,35,28,32,7,17,21,1,20,10,30,42,22,40,4,49,25,33,2,48,12,3,45,16,19,9,14,13,11,47,29,36,41,27,34
25,33,4,29,36,11,10,9,47,45,28,22,30,27,40,41,34,5,17,35,21,12,38,3,7,43,2,48,13,14,19,24,1,18,16,8,31,44,42,20,32,37,26,6,46,0,39,15,23,49
17,9,30,5,42,27,11,25,23,31,45,4,32,13,8,36,49,16,24,7,2,34,1,19,6,48,44,21,37,47,10,33,39,29,41,20,18,38,43,28,22,15,0,46,14,12,40,35,26,3
6,44,31,32,11,48,8,24,2,49,46,17,25,26,18,35,10,33,42,28,3,9,43,22,21,5,1,13,0,29,7,14,19,4,40,41,37,20,45,38,39,30,16,12,23,47,27,15,34,36
40,28,7,17,44,42,36,46,8,27,25,37,2,9,49,5,13,10,29,1,4,38,47,6,35,11,30,12,0,48,31,16,26,21,19,34,45,41,32,22,3,39,23,14,43,24,20,15,18,33
38,11,30,17,34,43,45,19,35,29,4,24,15,27,13,20,25,49,14,39,47,12,5,26,42,9,37,6,8,41,7,22,46,23,1,18,32,28,2,44,36,3,31,0,21,48,10,33,40,16
33,5,22,8,43,6,11,32,47,38,25,1,7,24,27,35,13,3,30,23,37,45,49,34,18,29,17,9,28,42,14,19,4,48,2,21,16,46,0,36,31,40,26,41,10,12,39,15,20,44
1,9,22,25,5,44,6,27,21,2,38,16,15,39,33,11,34,17,47,24,45,32,8,48,37,4,30,49,12,35,40,3,28,46,26,36,13,10,41,18,23,29,7,14,43,42,19,20,0,31
47,9,8,39,5,22,10,16,46,21,25,12,31,3,11,42,48,0,43,36,34,35,18,32,44,1,45,38,15,26,28,14,20,40,33,13,2,19,27,24,41,4,23,49,30,7,37,29,17,6
19,9,39,3,42,17,27,36,38,29,26,16,8,31,45,33,46,49,15,41,20,22,48,32,14,4,1,24,28,43,5,6,18,34,0,40,21,30,44,25,12,47,7,23,13,2,10,11,35,37
6,27,31,16,17,45,10,30,20,8,32,19,15,1,9,35,12,26,2,33,25,22,5,7,28,36,4,18,11,23,24,3,37,42,29,34,13,39,46,0,21,14,40,44,49,41,43,47,38,48
5,35,6,11,19,8,22,43,12,21,46,24,38,0,30,15,33,32,31,44,29,41,2,4,18,37,14,49,7,47,17,26,20,42,40,10,9,39,16,45,25,36,1,27,34,28,23,13,48,3
34,21,41,39,49,9,30,47,18,15,6,17,20,22,10,24,31,23,32,0,19,12,37,45,1,48,3,29,44,33,8,46,13,11,25,26,7,42,14,4,35,5,27,16,38,28,36,43,40,2
3,26,35,34,11,32,19,47,48,17,31,4,46,44,37,28,30,18,39,6,24,29,2,23,41,9,43,1,22,12,0,27,5,33,8,7,16,14,49,25,15,10,40,13,42,20,45,38,36,21
0,6,49,15,14,25,37,4,48,39,35,42,32,40,1,18,30,46,31,9,3,22,23,29,34,17,47,45,12,20,8,28,5,44,43,2,36,7,24,27,11,10,26,19,33,41,13,38,21,16
29,35,28,22,39,11,42,24,41,47,10,26,34,23,40,6,18,7,19,16,0,49,37,1,17,48,13,14,9,8,4,2,43,15,27,12,30,3,5,36,21,45,46,44,38,33,20,31,32,25
48,45,13,40,37,12,33,4,39,30,5,9,44,41,16,38,28,3,43,8,2,14,29,6,27,35,34,25,36,26,18,0,42,21,49,19,23,10,20,15,17,7,22,24,11,46,47,32,1,31
33,6,20,39,40,32,47,15,48,17,2,36,29,42,16,44,1,35,24,46,28,26,34,8,25,21,41,5,14,45,30,10,13,37,49,3,43,12,4,19,38,31,0,11,18,9,7,22,27,23
36,34,4,28,39,5,17,10,2,21,1,33,22,14,47,37,19,29,42,20,35,0,26,24,49,38,15,48,43,30,40,44,9,27,25,31,23,6,12,45,3,13,18,7,11,8,46,32,41,16
0,7,32,47,26,14,37,35,25,46,40,29,10,27,1,17,4,13,19,2,8,23,48,33,16,5,39,38,9,18,24,49,36,41,21,3,11,20,15,45,34,30,31,12,42,22,28,6,43,44
