8,32,16,18,36,22,44,33,5,3,11,9,26,4,27,37,2,6,20,34,49,31,42,29,24,13,12,21,41,40,7,39,47,45,1,17,14,38,25,48,30,10,19,28,15,43,23,35,46,0
11,34,12,41,38,28,29,39,24,19,45,48,42,10,8,35,32,43,33,20,25,21,15,44,36,4,31,18,27,16,26,30,22,9,2,37,6,5,47,40,17,0,13,46,7,3,49,1,14,23
29,14,0,31,44,49,38,24,2,9,26,3,8,48,18,30,5,10,1,21,28,36,47,42,15,23,6,46,32,34,22,33,12,45,35,41,13,7,25,39,19,43,20,11,17,16,40,4,37,27
40,24,32,44,28,36,27,23,48,34,46,3,8,38,21,6,10,42,14,47,39,4,16,33,22,37,15,1,35,30,31,7,0,18,17,11,19,41,43,20,12,26,9,2,25,13,5,29,49,45
28,22,19,33,20,49,17,21,48,8,14,7,5,1,41,34,3,31,24,42,45,44,40,38,0,16,10,23,43,47,36,30,39,29,4,12,35,13,15,18,11,27,9,6,37,32,46,2,25,26
13,41,1,24,18,27,14,30,42,7,43,3,15,46,12,47,10,36,16,11,2,31,44,38,45,19,23,48,21,25,35,40,4,6,49,28,9,34,5,37,26,20,22,0,39,8,17,33,32,29
39,40,22,32,36,0,44,29,2,16,18,27,45,23,37,30,31,5,38,14,15,46,3,20,26,24,41,10,9,1,4,21,28,17,13,34,19,6,11,25,49,35,7,47,43,33,8,48,42,12
31,9,6,10,43,37,13,4,22,12,1,29,49,14,2,23,35,24,47,40,46,15,5,19,32,26,28,48,8,18,3,17,7,33,11,20,34,36,21,42,27,25,45,16,38,39,41,30,44,0
24,46,2,11,23,9,14,20,49,34,16,44,35,8,13,1,19,0,4,47,37,29,42,38,45,26,18,31,28,40,12,21,27,15,48,17,43,6,32,41,25,7,3,5,36,22,39,10,33,30
34,28,11,18,9,15,3,26,22,31,6,36,21,29,12,44,8,14,46,47,17,45,4,5,42,48,38,20,39,25,2,1,0,23,30,27,35,7,10,13,19,16,43,49,33,40,24,37,32,41
19,16,22,27,7,41,39,30,9,43,17,49,48,28,8,38,33,44,5,15,42,34,11,6,1,47,36,14,25,35,3,26,20,29,23,24,10,2,37,13,12,0,21,32,45,31,40,4,46,18
15,49,6,28,38,34,1,26,10,42,33,18,8,27,31,20,41,24,48,40,36,16,30,2,21,43,22,37,3,17,35,11,7,9,32,12,19,44,0,14,23,13,5,4,39,47,29,45,25,46
28,11,19,31,25,20,7,23,13,16,39,8,10,41,44,14,12,37,42,9,5,22,6,2,47,0,17,32,35,30,24,15,43,1,3,38,36,33,45,27,18,26,40,34,46,48,21,49,29,4
26,17,7,18,27,45,15,9,21,34,43,23,30,46,14,31,42,38,35,40,2,48,44,47,28,25,3,10,5,19,49,24,4,11,1,36,13,32,12,37,6,0,33,29,20,39,8,41,16,22
8,22,43,33,1,13,10,31,35,40,4,2,49,46,11,37,47,21,24,29,44,27,30,42,9,20,15,32,48,7,3,38,41,26,19,23,25,18,17,5,16,34,45,0,36,14,12,39,28,6
19,13,22,16,30,3,27,11,17,7,39,37,4,23,33,38,14,0,35,10,36,47,25,29,32,43,48,49,42,12,8,20,6,5,44,34,24,2,40,9,15,45,1,31,28,46,21,26,41,18
45,34,35,8,4,0,2,37,39,28,5,6,25,14,43,12,47,36,7,23,31,44,21,30,32,24,48,13,46,26,29,19,9,41,18,3,49,20,15,33,16,42,40,22,27,10,38,1,11,17
